23.292332	0.000000	22.835636
23.392338	0.000000	22.912058
23.492344	0.000000	22.931164
23.592350	0.000000	22.835636
23.692355	0.000000	22.835636
23.792361	0.000000	22.892953
23.892367	0.000000	22.854741
23.992373	0.000000	22.873847
24.092378	0.000000	22.835636
24.192384	0.000000	22.892953
24.292389	0.000000	22.854741
24.394395	0.000000	22.873847
24.492401	0.000000	22.778319
24.592407	0.000000	22.892953
24.692412	0.000000	22.931164
24.792418	0.000000	22.873847
24.892424	0.000000	22.835636
24.992430	0.000000	22.931164
25.092435	0.000000	22.854741
25.192441	0.000000	22.854741
25.292447	0.000000	22.873847
25.392453	0.000000	22.854741
25.492458	0.000000	22.873847
25.592464	0.000000	22.912058
25.692470	0.000000	22.854741
25.792475	0.000000	22.816530
25.892481	0.000000	22.931164
25.992487	0.000000	22.873847
26.092493	0.000000	22.816530
26.192498	0.000000	22.873847
26.292504	0.000000	22.950270
26.392510	0.000000	22.854741
26.492516	0.000000	22.892953
26.592521	0.000000	22.931164
26.692527	0.000000	22.854741
26.792532	0.000000	22.854741
26.892538	0.000000	22.892953
26.992544	0.000000	22.835636
27.100550	0.153061	22.873847
27.197556	0.408163	22.835636
27.292561	0.561224	22.816530
27.391567	0.612245	22.892953
27.500573	0.663265	22.950270
27.591578	0.765306	22.892953
27.698585	0.765306	22.912058
27.791590	0.867347	22.854741
27.891595	0.867347	22.873847
27.991601	0.918367	22.892953
28.091607	0.918367	22.892953
28.191613	0.969388	22.854741
28.291618	0.969388	22.931164
28.391624	0.969388	22.892953
28.491630	0.969388	22.931164
28.591636	0.969388	22.912058
28.691641	1.020408	22.931164
28.791647	1.020408	22.931164
28.891653	1.020408	22.931164
28.991658	1.020408	22.892953
29.091664	1.020408	22.912058
29.195670	1.020408	22.912058
29.291676	1.071429	22.912058
29.391681	1.071429	22.912058
29.491687	1.071429	22.892953
29.591693	1.071429	22.892953
29.691699	1.071429	22.950270
29.791704	1.071429	22.912058
29.891710	1.071429	22.950270
29.991715	1.071429	22.892953
30.091722	1.071429	22.873847
30.191727	1.071429	22.892953
30.291733	1.071429	22.931164
30.391738	1.071429	22.950270
30.491744	1.071429	22.950270
30.591750	1.071429	23.045798
30.691756	1.071429	22.969375
30.791761	1.071429	22.988481
30.891767	1.071429	23.045798
30.991773	1.071429	23.007587
31.091778	1.071429	23.007587
31.191784	1.071429	23.007587
31.291790	1.071429	23.045798
31.391796	1.071429	22.988481
31.491801	1.071429	22.950270
31.591807	1.071429	23.103115
31.691813	1.071429	23.103115
31.791819	1.071429	23.160432
31.891824	1.071429	23.084009
31.991830	1.071429	23.141326
32.091835	1.071429	23.122221
32.191842	1.071429	23.179538
32.291847	1.071429	23.103115
32.391853	1.071429	23.122221
32.491858	1.071429	23.122221
32.591864	1.071429	23.160432
32.691870	1.071429	23.084009
32.791876	1.071429	23.160432
32.891881	1.071429	23.255960
32.991887	1.071429	23.294172
33.091893	1.071429	23.255960
33.191899	1.071429	23.294172
33.291904	1.071429	23.255960
33.391910	1.071429	23.313277
33.491916	1.071429	23.332383
33.591921	1.071429	23.236855
33.691927	1.071429	23.351489
33.791933	1.071429	23.217749
33.891939	1.071429	23.294172
33.991944	1.071429	23.427911
34.091950	1.071429	23.408806
34.191956	1.071429	23.447017
34.291962	1.071429	23.427911
34.391967	1.071429	23.408806
34.491973	1.071429	23.466123
34.591979	1.071429	23.447017
34.691984	1.071429	23.447017
34.791990	1.071429	23.447017
34.891996	1.071429	23.447017
34.992002	1.071429	23.485229
35.092007	1.071429	23.427911
35.192013	1.071429	23.504334
35.292019	1.071429	23.561651
35.392025	1.071429	23.504334
35.492030	1.071429	23.561651
35.592036	1.071429	23.561651
35.692041	1.071429	23.580757
35.792048	1.071429	23.580757
35.892053	1.071429	23.580757
35.992059	1.071429	23.580757
36.092064	1.071429	23.561651
36.192070	1.071429	23.523440
36.292076	1.071429	23.561651
36.392082	1.071429	23.638074
36.492087	1.071429	23.676285
36.592093	1.071429	23.657180
36.692099	1.071429	23.676285
36.792105	1.071429	23.676285
36.892110	1.071429	23.676285
36.992116	1.071429	23.695391
37.092122	1.071429	23.657180
37.192127	1.071429	23.714497
37.292133	1.071429	23.733602
37.392139	1.071429	23.733602
37.492145	1.071429	23.714497
37.592150	1.071429	23.695391
37.692156	1.071429	23.752708
37.792162	1.071429	23.848236
37.892168	1.071429	23.810025
37.992173	1.071429	23.810025
38.092179	1.071429	23.867342
38.192184	1.071429	23.810025
38.292190	1.071429	23.771814
38.392196	1.071429	23.810025
38.492202	1.071429	23.848236
38.592207	1.071429	23.848236
38.692213	1.071429	23.790919
38.792219	1.071429	23.810025
38.892225	1.071429	23.810025
38.992230	1.071429	23.886448
39.092236	1.071429	23.886448
39.192242	1.071429	23.905553
39.292247	1.071429	23.867342
39.392253	1.071429	23.867342
39.492259	1.071429	23.905553
39.592265	1.071429	23.810025
39.692270	1.071429	23.962870
39.792276	1.071429	23.886448
39.892282	1.071429	23.905553
39.992288	1.071429	24.020187
40.092293	1.071429	23.962870
40.192299	1.071429	24.058399
40.292305	1.071429	24.001082
40.392311	1.071429	24.020187
40.492316	1.071429	23.981976
40.592322	1.071429	23.962870
40.692327	1.071429	24.001082
40.792333	1.071429	24.020187
40.892339	1.071429	24.001082
40.992345	1.071429	24.001082
41.092350	1.071429	23.981976
41.192356	1.071429	24.020187
41.292362	1.071429	24.115716
41.392368	1.071429	24.115716
41.492373	1.071429	24.020187
41.592379	1.071429	24.134821
41.692385	1.071429	24.115716
41.792390	1.071429	24.173033
41.892396	1.071429	24.134821
41.992402	1.071429	24.115716
42.092408	1.071429	24.115716
42.192413	1.071429	24.096610
42.292419	1.071429	24.115716
42.392425	1.071429	24.192138
42.492431	1.071429	24.192138
42.592436	1.071429	24.211244
42.692442	1.071429	24.153927
42.792448	1.071429	24.173033
42.892454	1.071429	24.230350
42.992459	1.071429	24.230350
43.092465	1.071429	24.249455
43.192471	1.071429	24.230350
43.292476	1.071429	24.249455
43.392482	1.071429	24.192138
43.492488	1.071429	24.192138
43.592494	1.071429	24.268561
43.692499	1.071429	24.306772
43.792505	1.071429	24.344984
43.892511	1.071429	24.325878
43.992517	1.071429	24.421406
44.092522	1.071429	24.383195
44.192528	1.071429	24.344984
44.292533	1.071429	24.325878
44.392540	1.071429	24.344984
44.492545	1.071429	24.344984
44.592551	1.071429	24.325878
44.692556	1.071429	24.306772
44.791562	1.071429	24.325878
44.891568	1.071429	24.421406
44.991573	1.071429	24.383195
45.091579	1.071429	24.440512
45.191585	1.071429	24.383195
45.291591	1.071429	24.402301
45.391596	1.071429	24.440512
45.491602	1.071429	24.364089
45.591608	1.071429	24.421406
45.691614	1.071429	24.421406
45.791619	1.071429	24.421406
45.891625	1.071429	24.478723
45.991631	1.071429	24.497829
46.091636	1.071429	24.516935
46.191642	1.071429	24.459618
